,Category,Skills,Degree,Institution
1462,CHEF,"['   Citizenhip USVeteran Preference VRA  30  Honor', ' Award0898 Veteran Preference Award Expeditionary Medal', ' National Defene Service Medal', ' Navy Achievement MedalOther InformationI certify that I can type 40 word per minute and that the information within thi reume i accurate  ']","[' Certificate of Achievement - Buine Adminitration CTU Santa Ana CA0810 Certificate of Achievement - Operation Management CTU Santa Ana CA', ' California Coat Univerity', ' Lake Providence High School']","[' Bachelor of Science', ' High School Diploma', 'NA']"
1463,CHEF,"['  Adobe Illutrator 3', ' AutoCAD', ' Civil Engineering', ' cooking', ' Cleaning equipment', ' Revit ']","[' Computer Aided Drafting and Deign CADD Aociate Degree', 'NA', ' Advance Diploma']","[' ITT-TECHNICAL INSTITUTE', ' RANDOLPH-MACON COLLEGE', ' LEE-DAVIS HIGH SCHOOL']"
1464,CHEF,"[' accounting', ' Bookkeeping', ' cah regiter', ' cah regiter', ' conultant', ' credit', ' Electronic', ' General Manager', ' inventory', ' machinery', ' Market', ' Medioft', ' Meeting', ' Acce', ' Excel', ' money', ' Microoft Office', ' Office', ' Outlook', ' PowerPoint', ' Word', ' newletter', ' Payroll', ' policie', ' quality', ' Quickbook', ' recording', ' Safety', ' ale', ' table', ' Tax preparation', ' phone', ' phone', ' Anwer phone', ' trade how', ' troublehooting', ' webite', ' workhop']","[' Cowley County Community College', ' Medical Office Support--College Certificate', ' High School Diploma', 'NA']","[' Aociate of Applied Science', ' Cowley County Community College', ' Stillwater High School', 'NA']"
1465,CHEF,['  Member of the American Culinary Federation   Reference available upon requet '],"[' Aociate of Art', ' The Academy', ' General Education Diploma GED', ' The Life Skill Center', ' ', ' NRA ProMgt Certification in the following area Sanitation Profeional Baking Nutrition Profeional Service Profeional Cooking Superviory Development Hopitality Management and Cot Control CEU for Sanitation and Hygiene May 2014 CPR Certification ServSafe Certification in accordance with the tate of Florida Food Management guideline ', 'NA']","[' ', '  - ', ' ', ' LICENSES', 'NA', ' ', 'NA']"
1466,CHEF,"['   Peronal Catering Buine A a hobby', ' creating memorable event for military function', ' wedding and party planning Developed training program for 2 and 3 eion cake decorating clae for both adult and children Love to camp', ' Kayak and travel  ']",[' Bachelor of Science'],[' The Univerity of Alabama']
1467,CHEF,"[' SharePoint   BPC and SAP   Microoft Suite    Word', ' Excel', ' PowerPoint', ' Microoft AcceMicrooft Project   Microoft DynamicSeminarClae   Social Media Marketing   Facebook for Buine   Project Management   Profitability Simulation   Nielen Syndicated Data Analyi   Power Preentation   Technical Writing']","[' Six Sigma Green Belt Training Chicago Deming Aoc-Six Sigma Mater Program Naperville IL', ' BA']","[' Graduate Level Coure Marketing Illinoi Intitute of Technology Chicago IL', ' Northern IL Univerity']"
1468,CHEF,"['   I believe being kind and friendly i the bet way to go through life I enjoy pending time with my family', ' friend and having fun I have a huge deire to learn new thing and look at life a an adventure  ']",[' Wicaet High'],[' High School Diploma']
1469,CHEF,"[' coaching', ' cooking', ' cot control', ' couneling', ' client', ' Client relation', ' creative development', ' hiring', ' HR', ' Human Reource Management', ' intructing', ' inventory', ' inventory control', ' Director', ' meeting', ' peronnel management', ' profit', ' purchaing', ' quality control', ' afety', ' SOP', ' Superviion']",[' Diploma'],[' Culinary Academy of South Dakota']
1470,CHEF,['   Enforcing trict health and hygiene tandard in the cooking  food preparation area Strong deire to intill good practice and procedure in thoe working with you Phyically fit and able to lift heavy good and tand for long period of time '],"[' Aociate of Occupational Science', ' Certificate          ServSafe AllergenComputer Skill       Microoft word Power Point and Excel']","[' Le Cordon Blue College of Art', 'NA']"
1471,CHEF,"['  Computer proficiency', ' organizational kill', ' multi-taking', ' cutomer ervice', ' Proofreading', ' Prioritization', ' Secretarial kill', ' time management', '\xa0accounting', ' direct ale', ' data collecting', ' marketing', ' recruiting', ' propoal preparation', '\xa0education', '\xa0cooking', ' baking', ' and\xa0I can teach a non-Englih peaking peron to peak', ' read\xa0and write in\xa0Englih\xa0   Computer Skill Microoft Office SuiteWord', ' Excel', '\xa0PowerPoint', ' Outlook Inpiration Software\xa0\xa0Publiher Open to learning new oftware ']","[' MASTERS OF EDUCATION IN', ' BACHELOR OF SCIENCE', ' ASSOCIATE OF SCIENCE', ' Non-Degree Program']","[' Rivier Univerity', ' Rivier Univerity', ' Nahua Community College', ' Plymouth UniverityUNH Mancheter']"
1472,CHEF,"['  Relationhip Management', ' Human Reource Management', ' Adaptable', '\xa0Advertiing', ' Budget', ' Contract and Propoal Preparation', ' Cutomer Service', ' Form Creation', ' Intruction', ' Inventory', ' Marketing', ' Material Development', ' Meeting and Event Planning', ' Travel Arrangement', ' Policie', ' Preentation', ' Product Development', ' Proce Development', ' Project Plan', ' Reearch Gathering', ' Trade Show', '\xa0 Account Management', ' Account PayableReceivable', ' Buine Development', ' Client Relation', '\xa0Computer Proficient', ' Creative Problem Solving', ' Dometic and International Experience', ' Marketing', '\xa0  Project Management', ' Training and Development', ' Benefit Adminitration  ']","[' Certificate in Human Reource Management ', ' General Coure', 'NA', 'NA']","[' Bryant Univerity', ' U Ma Dartmouth', ' Britol Community College', ' Emeron College']"
1473,CHEF,"['   A complete liting of all reference', '  award', ' and accolade will be furnihed upon requetThank you for your conideration  ']","[' Aociate of Science', 'NA']","[' The Culinary Intitute Of America', ' Kingborough Community College Abraham Lincoln High School']"
1474,CHEF,"['  coaching', ' cooking', ' couneling', ' cutomer atifaction', ' delivery', ' hiring', ' pricing', ' quality', ' recruiting', ' afety', ' cheduling', ' uperviing ']","[' High School Diploma', ' Aociate of Art', ' Aociate of Art']","[' Eat Jefferon High School', ' Houton Univerity', ' Delgado Community College ']"
1475,FINANCE,"['   Jeni Kelamin  Gender Perempuan Tanggal dan Tempat Kelahiran Date and place of Birth   Jakarta', ' 24 Deember 1989 Statu Marital  Marital StatuBelum Menikah Warga Negara  NationalityWNI Agama  ReligionKatolik Tinggi dan Berat Badan  161cm56kg Height and Weight HobiHobby  Boxing', ' Yoga', ' Jogging', ' Travelling Prefereni Pekerjaan  Job Preference Bidang Pekerjaan yang diminati       -AkuntaniFinanceAuditorMarketing Career Interet        -Available poition Riwayat Pendidikan dan Pelatihan Educational and Profeional Qualification Jenjang Pendidikan   ']","[' SE', ' High School Diploma']","[' Kwik Kian Gie School of Buine', ' Don Boco 2 Senior High School']"
1476,FINANCE,['  Project management  Cutomer atifaction  Mentoring '],"[' Doctor of Philoophy', ' Mater of Art', ' Bachelor of Science']","[' The Chicago School of Profeional Pychology', ' The Chicago School of Profeional Pychology', ' Belmont Univerity']"
1477,FINANCE,"[' accounting', ' Accountant', ' accounting ytem', ' accrual', ' Acquiition', ' go-live', ' AP', ' AR', ' backup', ' balance heet', ' bank reconciliation', ' benefit adminitration', ' billing', ' book', ' budgeting', ' budget', ' budget', ' Buine Development', ' buine procee', ' cah management', ' cloing', ' coaching', ' compliance audit', ' compliance audit', ' compliance reporting', ' conulting', ' converion', ' Certified Public Accountant 1', ' Certified Public Accountant', ' credit', ' client', ' client', ' documentation', ' Edge', ' electronic health record', ' external auditor', ' Finance', ' Financial', ' financial analyi', ' financial audit', ' financial audit', ' financial reporting', ' financial reporting requirement', ' Financial Statement', ' preparation of financial tatement', ' fund', ' general ledger', ' government', ' grant', ' health care indutry', ' home-health', ' HRIS', ' Human Reource', ' Internal Auditor', ' inventory', ' leaderhip', ' legal', ' Director', ' management kill', ' meeting', ' Excel', ' office', ' Microoft Word', ' Modeling', ' Enterprie', ' payroll', ' payroll proceing', ' Policie', ' preenting', ' procee', ' Proce improvement', ' profit', ' Public Safety', ' quality', ' real-etate', ' recruitment', ' re-engineering', ' reporting', ' reearch', ' rik aement', ' rik management', ' ocial ervice', ' trategic plan', ' Superviing', ' urgery', ' tax', ' variance analyi', ' workflow', ' written', ' year-end']",[' Keller Graduate School of ManagementBuine Adminitration MBABuine AdminitrationQueen College City Univerity of New YorkAccounting BAAccounting'],[' Certified Public Accountant New York Licene Chartered Global Management AccountantAmerican Intitute of Certified Public Accountant 1']
1478,FINANCE,"[' binder', ' clientele', ' client', ' feature', ' financial', ' form', ' inurance', ' litigation', ' marketing trategie', ' market', ' meeting', ' networking', ' police', ' policie', ' recording', ' eminar', ' ettlement', ' Sigma', ' technical aitance', ' underwriter']","[' Bachelor of Science', ' Phi Sigma Sigma Sorority']","[' CALIFORNIA STATE UNIVERSITY OF BAKERSFIELD', 'NA']"
1479,FINANCE,"[' Ad', ' B2B', ' budget', ' Buine Intelligence', ' chart', ' credit', ' Data analyi', ' data warehoue', ' databae', ' deciion-making', ' executive management', ' enior management', ' external audit', ' Finance', ' FPA', ' financial reporting', ' macro', ' Marketing', ' Acce', ' Excel', ' month end cloe', ' negotiation', ' Enterprie', ' optimization', ' Oracle', ' payment proceing', ' pivot table', ' procee', ' proceor', ' reporting', ' retail', ' rik management', ' Sale', ' Sarbane Oxley', ' SQL', ' trategy', ' Sytem adminitrator', ' Teradata', ' VBA']","[' STEVENS INSTITUTE OF TECHNOLOGY', ' SETON HALL UNIVERSITY']","[' Mater of Technology Management', ' Bachelor of Science']"
1480,FINANCE,"[' Accounting', ' Budgeting', ' budget', ' budget', ' Buine Development', ' buine management', ' buine procee', ' buine olution', ' Cutomer Relation', ' ERP', ' financial', ' financial management and control', ' Forecating', ' hiring', ' inventory', ' Krono', ' Logitic', ' director', ' management reporting', ' MS Acce', ' MS Excel', ' MS PowerPoint', ' MS Project', ' negotiating', ' Operation Management', ' Oracle', ' Organizing', ' peronnel', ' policie', ' procee', ' Procurement', ' Product Management', ' progre', ' propoal', ' Purchaing', ' quality', ' Quality Aurance', ' Quicken', ' ale', ' SAP']","[' Bachelor of Art', ' JD']","[' Grand Valley State Univerity', ' Duke Univerity Law School']"
1481,FINANCE,"[' Accounting', ' general accounting', ' accrual', ' approach', ' trial balance', ' benefit', ' budgeting', ' budget', ' cah flow', ' analyze cah flow', ' Cah Management', ' interperonal  communication', ' communication kill', ' competitive', ' contract', ' deciion making', ' delivery', ' documentation', ' driver', ' Senior Management', ' filing', ' Finance', ' Financial', ' analyze financial data', ' Financial Management', ' financial report', ' financial reporting', ' forecating', ' functional', ' fund', ' general ledger', ' Hub', ' Human Reource', ' leaderhip', ' negotiating', ' negotiation', ' organizational', ' payable', ' Payroll', ' Policie', ' pricing', ' Procee', ' Procurement', ' reporting', ' ale', ' ound', ' Superviion', ' Tax', ' taxe', ' tax return', ' telecommunication', ' treaury', ' vendor management']","[' BA', ' MSTTaxation']","[' Eatern CT State Univerity', ' Univerity of Hartford']"
1482,FINANCE,['  •Microoft Excel -- Intermediate kill level  •Microoft Ace -- Baic kill level  •Quickbook -- 3 year experience  •ADP Payroll Sytem -- 3 year experience   '],[' YOUNGSTOWN STATE UNIVERSITY'],[' Bachelor of Science']
1483,FINANCE,"['  ACCPAC Plu', ' ADP', ' Aggreo', ' Buine Work', '  Cogno Power Play', ' Fixed Aet Sage Bet Software', ' Hyperion', ' Future Proof', ' Jantek', ' Lotu Note', ' Oracle', ' Ma90Ma200 Sage Software', ' Peachtree', ' PeopleSoft', ' Quick Book', ' Real World', ' and Microoft office product ']","[' Rutger Univerity', ' Kean Univerity']","[' Mater of Science', ' Bachelor of Science']"
1484,FINANCE,"['   Volunteer', ' Lunch Box Treaurerectary', ' Student Government  ']",[' Fourah Bay College'],[' Bachelor of Science']
1485,FINANCE,"['   Account reconciliation', '                                       Accounting Software', '   Bank reconciliation', '', '   Budget', '  Financial report', '   Analyi of Financial Statement', '   Variance analyi  General Ledger Accounting', '  JD Edward', ' Quickbook ', ' Excel  Payroll    ']",[' Bachelor of Accounting'],[' Cameron Univerity']
1486,FINANCE,"['  Preparation of monthly data for ubmiion to CPA for Financial Statement Preparation Account Payable which include vouchering', ' verifying coding applied to voucher by other office within the company', ' entering bill and paying them', ' Account Receivable', ' Full charge Bookkeeping', ' Payroll', ' Bank Reconciliation', ' Coding', ' Trial Balance Account Reconciliation', ' Office Manager', ' Marketing', ' Real Etate Contract', ' Data Entry', ' Ecrow', ' Organizational Skill', ' Inventory ']","['NA', 'NA', ' High School Diploma']","[' BARNES BUSINESS COLLEGE', ' PARKS JUNIOR COLLEGE', ' BUFFALO HIGH SCHOOL']"
